Reservoir,Site,DateTime,ThermistorTemp_C_1,ThermistorTemp_C_2,ThermistorTemp_C_3,ThermistorTemp_C_4,ThermistorTemp_C_5,ThermistorTemp_C_6,ThermistorTemp_C_7,ThermistorTemp_C_8,ThermistorTemp_C_9,ThermistorTemp_C_10,ThermistorTemp_C_11,ThermistorTemp_C_12,ThermistorTemp_C_13,RDO_mgL_6,RDOsat_percent_6,RDOTemp_C_6,RDO_mgL_8,RDOsat_percent_8,RDOTemp_C_8,RDO_mgL_13,RDOsat_percent_13,RDOTemp_C_13,EXOTemp_C_1.5,EXOCond_uScm_1.5,EXOSpCond_uScm_1.5,EXOTDS_mgL_1.5,EXODOsat_percent_1.5,EXODO_mgL_1.5,EXOChla_RFU_1.5,EXOChla_ugL_1.5,EXOBGAPC_RFU_1.5,EXOBGAPC_ugL_1.5,EXOfDOM_RFU_1.5,EXOfDOM_QSU_1.5,EXOTurbidity_FNU_1.5,EXOPressure_psi,EXODepth_m,EXOBattery_V,EXOCablepower_V,EXOWiper_V,LvlPressure_psi_13,LvlDepth_m_13,LvlTemp_C_13,RECORD,CR6Battery_V,CR6Panel_Temp_C,Flag_ThermistorTemp_C_1,Flag_ThermistorTemp_C_2,Flag_ThermistorTemp_C_3,Flag_ThermistorTemp_C_4,Flag_ThermistorTemp_C_5,Flag_ThermistorTemp_C_6,Flag_ThermistorTemp_C_7,Flag_ThermistorTemp_C_8,Flag_ThermistorTemp_C_9,Flag_ThermistorTemp_C_10,Flag_ThermistorTemp_C_11,Flag_ThermistorTemp_C_12,Flag_ThermistorTemp_C_13,Flag_RDO_mgL_6,Flag_RDOsat_percent_6,Flag_RDOTemp_C_6,Flag_RDO_mgL_8,Flag_RDOsat_percent_8,Flag_RDOTemp_C_8,Flag_RDO_mgL_13,Flag_RDOsat_percent_13,Flag_RDOTemp_C_13,Flag_EXOTemp_C_1.5,Flag_EXOCond_uScm_1.5,Flag_EXOSpCond_uScm_1.5,Flag_EXOTDS_mgL_1.5,Flag_EXODOsat_percent_1.5,Flag_EXODO_mgL_1.5,Flag_EXOChla_RFU_1.5,Flag_EXOChla_ugL_1.5,Flag_EXOBGAPC_RFU_1.5,Flag_EXOBGAPC_ugL_1.5,Flag_EXOfDOM_RFU_1.5,Flag_EXOfDOM_QSU_1.5,Flag_EXOTurbidity_FNU_1.5,Flag_EXOPressure_psi,Flag_EXODepth_m,Flag_EXOBattery_V,Flag_EXOCablepower_V,Flag_EXOWiper_V,Flag_LvlPressure_psi_13,Flag_LvlTemp_C_13
BVR,50,2026-01-01 06:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3125,96.71772,2.173019,13.41522,97.44168,2.164558,2.17,26.07,46.23,30.05,94.13,12.96,1.1500000000000001,3.3100000000000005,1.0099999999999998,0.9400000000000001,3.6799999999999997,11.39,15.34,2.74,1.929,4.13,11.17,1.2,8.549988,6.0238940454000005,2.182956,40710,12.76,6.464,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 06:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.32664,96.80857,2.168518,13.41028,97.40882,2.165749,2.174,26.07,46.23,30.05,94.19,12.96,1.1500000000000001,3.29,1.0099999999999998,0.9400000000000001,3.67,11.360000000000001,15.57,2.71,1.907,4.13,11.16,1.2,8.492348,5.9832837834,2.184353,40711,12.76,6.407,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 06:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.30837,96.6641,2.164017,13.41637,97.44913,2.164207,2.173,26.07,46.22,30.04,94.19,12.96,1.11,3.1500000000000004,1.0299999999999998,0.9600000000000001,3.6799999999999997,11.39,15.57,2.74,1.928,4.18,11.16,1.2,8.516782,6.000498758099999,2.181092,40712,12.75,6.35,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 06:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.32695,96.79723,2.163338,13.42026,97.47178,2.162125,2.168,26.05,46.2,30.03,94.16,12.96,1.1400000000000001,3.2800000000000002,1.0099999999999998,0.9500000000000001,3.6799999999999997,11.39,15.620000000000001,2.74,1.932,4.16,11.15,1.2,8.497023,5.98657755465,2.177077,40713,12.76,6.296,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.32566,96.7865,2.162819,13.42615,97.48785,2.152084,2.168,26.06,46.21,30.03,94.2,12.97,1.1500000000000001,3.3100000000000005,1,0.93,3.6799999999999997,11.39,15.57,2.76,1.944,4.1,11.15,1.2,8.460789,5.96104888995,2.174044,40714,12.71,6.238,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 07:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.28875,96.51982,2.163338,13.41513,97.41895,2.15625,2.166,26.04,46.17,30.01,94.15,12.96,1.11,3.16,1.02,0.9500000000000001,3.6900000000000004,11.41,15.55,2.76,1.943,4.18,11.14,1.2,8.53515,6.0134399325,2.176196,40715,12.74,6.185,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 07:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.31256,96.693,2.163498,13.41586,97.42134,2.155205,2.16,26.05,46.21,30.03,94.16,12.96,1.1500000000000001,3.3,1.02,0.9500000000000001,3.67,11.360000000000001,15.870000000000001,2.76,1.946,4.2,11.14,1.2,8.52997,6.0097903635000005,2.173729,40716,12.74,6.139,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 07:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.29581,96.57017,2.162994,13.41225,97.39659,2.155716,2.159,26.05,46.21,30.03,94.15,12.96,1.01,2.7800000000000002,0.97,0.9,3.6799999999999997,11.39,15.530000000000001,2.76,1.942,4.19,11.13,1.2,8.525898,6.0069214359,2.175957,40717,12.72,6.096,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 07:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2743,96.41394,2.162994,13.40005,97.32495,2.162132,2.161,26.06,46.23,30.05,94.15,12.96,1.06,2.9800000000000004,1,0.93,3.6799999999999997,11.39,15.52,2.76,1.945,4.22,11.14,1.2,8.532305,6.011435487749999,2.177253,40718,12.72,6.059,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 07:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.28085,96.46102,2.162819,13.40158,97.34208,2.16436,2.166,26.06,46.22,30.04,94.16,12.96,0.99,2.71,1,0.93,3.67,11.370000000000001,15.629999999999999,2.76,1.945,4.22,11.15,1.2,8.531113,6.010595664149999,2.17792,40719,12.73,6.024,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.27504,96.41828,2.162628,13.39321,97.27925,2.163681,2.161,26.06,46.22,30.04,94.17,12.97,1.07,3.01,0.98,0.92,3.67,11.370000000000001,15.559999999999999,2.77,1.952,4.22,11.15,1.2,8.530958,6.0104864589,2.18147,40720,12.77,5.998,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 08:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.28641,96.50183,2.162994,13.40592,97.35976,2.159187,2.172,26.05,46.18,30.02,94.1,12.95,1.07,3.0200000000000005,1.02,0.9500000000000001,3.6799999999999997,11.39,15.66,2.77,1.952,4.21,11.16,1.2,8.536662,6.0145052120999996,2.173591,40721,12.89,6.009,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 08:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.30362,96.62638,2.162819,13.39117,97.26336,2.163162,2.163,26.04,46.18,30.02,94.17,12.97,1.05,2.92,0.97,0.9,3.66,11.34,15.690000000000001,2.78,1.955,4.21,11.3,1.2,8.53167,6.0109880985,2.180362,40722,12.94,6.034,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 08:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.28379,96.48836,2.16507,13.41145,97.40625,2.161606,2.167,26.05,46.2,30.03,94.13,12.96,1.07,3,1,0.93,3.66,11.34,15.57,2.77,1.95,4.21,11.38,1.2,8.526066,6.0070398003,2.177706,40723,13,6.102,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 08:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.30984,96.67102,2.162628,13.40317,97.34077,2.159523,2.159,26.06,46.22,30.04,94.21,12.97,1.1,3.12,1,0.93,3.67,11.370000000000001,15.759999999999998,2.77,1.949,4.2,11.06,1.2,8.524154,6.0056927007,2.177643,40724,12.56,6.288,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 08:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.29667,96.58087,2.164719,13.41358,97.42736,2.163689,2.159,26.05,46.21,30.04,94.22,12.97,1.02,2.8100000000000005,1,0.93,3.67,11.35,15.66,2.77,1.95,4.21,10.95,1.2,8.532068,6.011268509400001,2.180476,40725,12.55,6.691,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3178,96.73047,2.16317,13.41118,97.40541,2.161949,2.162,26.06,46.23,30.05,94.23,12.97,1.09,3.08,0.97,0.9,3.66,11.33,15.52,2.78,1.955,4.05,10.97,1.2,8.528299,6.00861306045,2.181105,40726,12.67,7.175,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 09:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.32842,96.80702,2.162994,13.44084,97.61627,2.160217,2.166,26.04,46.18,30.02,94.27,12.98,1.1600000000000001,3.3600000000000003,1.0299999999999998,0.9600000000000001,3.6799999999999997,11.4,15.7,2.75,1.939,4.18,11.3,1.2,8.53442,6.012925611000001,2.179355,40727,13.55,7.674,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 09:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.33408,96.86262,2.168518,13.4307,97.55442,2.164719,2.168,26.05,46.2,30.03,94.26,12.97,0.99,2.7199999999999998,0.99,0.92,3.6500000000000004,11.31,15.629999999999999,2.78,1.958,4.17,12.77,1.2,8.530874,6.010427276700001,2.183547,40728,14.29,8.32,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 09:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.36118,97.07283,2.173538,13.43501,97.58392,2.164017,2.177,26.06,46.21,30.03,94.29,12.98,0.94,2.5199999999999996,0.98,0.91,3.67,11.38,15.509999999999998,2.78,1.959,4.16,12.7,1.2,8.525922,6.0069383451,2.184605,40729,14.29,8.71,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 09:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.33981,96.95735,2.188591,13.43901,97.61855,2.1661,2.177,26.05,46.17,30.01,94.31,12.98,1.05,2.92,1,0.93,3.6799999999999997,11.4,15.55,2.77,1.952,4.11,12.7,1.2,8.513533,5.998209675150001,2.185561,40730,14.29,8.79,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 09:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.35979,97.10614,2.18998,13.46389,97.80122,2.166794,2.187,26.06,46.18,30.02,94.37,12.98,0.8300000000000001,2.12,0.99,0.92,3.67,11.35,15.7,2.78,1.955,4.13,12.7,1.2,8.521086,6.003531141300001,2.196695,40731,14.25,8.69,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.37771,97.25341,2.196381,13.45334,97.77,2.183929,2.2,26.06,46.17,30.01,94.53,13,0.69,1.5999999999999999,0.95,0.88,3.6799999999999997,11.39,15.530000000000001,2.75,1.936,4.17,12.69,1.2,8.488556,5.980612129800001,2.205136,40732,14.29,8.53,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 10:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.35868,97.15215,2.210396,13.46924,97.90549,2.19136,2.204,26.07,46.18,30.02,94.53,13,0.8200000000000001,2.0700000000000003,1,0.93,3.66,11.35,15.75,2.77,1.947,4.22,12.71,1.2,8.508483,5.99465169765,2.214413,40733,14.29,8.35,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 10:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.37398,97.27646,2.215401,13.46535,97.89154,2.196732,2.211,26.08,46.18,30.02,94.51,13,0.8500000000000001,2.1900000000000004,0.97,0.91,3.67,11.35,15.54,2.77,1.951,4.13,12.71,1.2,8.53357,6.012326743499999,2.225624,40734,14.28,8.22,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 10:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.35018,97.11815,2.22094,13.45457,97.83649,2.205551,2.225,26.09,46.18,30.02,94.58,13,0.71,1.68,0.98,0.91,3.67,11.360000000000001,15.629999999999999,2.79,1.963,4.14,12.73,1.2,8.526284,6.0071933922000005,2.232197,40735,14.29,8.12,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 10:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.32734,97.01483,2.244804,13.46915,97.978,2.21888,2.232,26.1,46.18,30.02,94.61,13,0.8300000000000001,2.12,0.97,0.9,3.66,11.34,15.759999999999998,2.78,1.958,4.19,12.72,1.2,8.527225,6.00785637375,2.247369,40736,14.28,8.08,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 10:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.31019,96.91152,2.25293,13.45547,97.87819,2.218697,2.253,26.1,46.16,30,94.75,13.01,0.77,1.89,0.98,0.91,3.66,11.33,15.579999999999998,2.78,1.957,4.2,12.68,1.2,8.51057,5.9961220934999995,2.244187,40737,14.29,8.11,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.29408,96.83285,2.267616,13.45531,97.93082,2.238937,2.266,26.11,46.16,30,94.76,13.01,0.94,2.54,0.97,0.9,3.66,11.33,15.73,2.78,1.958,4.24,12.65,1.2,8.521501,6.003823529550001,2.258029,40738,13.87,8.12,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 11:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.32914,97.08638,2.266922,13.45701,97.94046,2.237892,2.27,26.13,46.17,30.01,94.76,13.01,0.8200000000000001,2.08,0.99,0.92,3.66,11.33,15.66,2.79,1.961,4.25,11.98,1.2,8.519461,6.00238624755,2.251663,40739,14.32,8.09,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 11:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.31291,96.9636,2.265198,13.45496,97.93608,2.241867,2.25,26.12,46.2,30.03,94.67,13,1.1400000000000001,3.25,1.02,0.9500000000000001,3.66,11.34,15.57,2.79,1.967,4.21,12.12,1.2,8.533147,6.01202871885,2.267758,40740,14.34,8.02,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 11:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.32955,97.06972,2.259499,13.47293,98.14265,2.270218,2.253,26.12,46.19,30.02,94.72,13.01,1.1,3.12,1,0.93,3.6799999999999997,11.38,15.559999999999999,2.8,1.973,4.17,12.12,1.2,8.519976,6.0027490908,2.290152,40741,14.33,7.902,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 11:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.32883,97.07996,2.265381,13.48649,98.30647,2.294571,2.26,26.12,46.17,30.01,94.78,13.01,1.1,3.12,1.0099999999999998,0.9400000000000001,3.66,11.34,15.57,2.8,1.968,4.21,12.12,1.2,8.525281,6.00648672855,2.323768,40742,14.3,7.741,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 11:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.34309,97.18342,2.265198,13.44923,98.00608,2.283859,2.256,26.12,46.18,30.02,94.76,13.01,0.8600000000000001,2.2299999999999995,0.96,0.89,3.66,11.35,15.7,2.79,1.965,4.17,12.77,1.2,8.515729,5.99975686695,2.306554,40743,14.33,7.768,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.31257,96.96611,2.26709,13.48556,98.29862,2.29422,2.265,26.11,46.15,30,94.78,13.01,0.99,2.7199999999999998,0.98,0.92,3.6799999999999997,11.4,15.829999999999998,2.79,1.966,4.22,12.76,1.2,8.521243,6.00364175565,2.318408,40744,14.3,7.877,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 12:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.35381,97.32179,2.288017,13.48077,98.30561,2.309944,2.302,26.13,46.12,29.98,94.95,13.02,1.1700000000000002,3.3900000000000006,0.99,0.92,3.66,11.34,15.66,2.79,1.962,4.23,12.74,1.2,8.521004,6.0034733682,2.331067,40745,14.34,7.855,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 12:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.31519,97.06094,2.295776,13.47353,98.21743,2.296631,2.284,26.13,46.15,30,94.85,13.02,1.11,3.1500000000000004,1.0099999999999998,0.9400000000000001,3.66,11.34,15.690000000000001,2.79,1.965,4.21,12.53,1.2,8.520661,6.00323170755,2.324984,40746,14.3,7.797,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 12:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.32703,97.15037,2.296989,13.46588,98.18959,2.307182,2.301,26.15,46.16,30,94.95,13.02,1.1300000000000001,3.2199999999999998,1,0.93,3.6500000000000004,11.31,15.61,2.79,1.965,4.23,12.73,1.19,8.527603,6.00812269365,2.33378,40747,14.34,7.71,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 12:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.34614,97.39418,2.336533,13.48993,98.47214,2.347244,2.305,26.15,46.16,30,94.98,13.03,1,2.75,0.99,0.92,3.66,11.33,15.600000000000001,2.79,1.963,4.23,12.72,1.19,8.523077,6.00493390035,2.378639,40748,14.28,7.747,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 12:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3528,97.46476,2.344826,13.49716,98.52758,2.348274,2.336,26.17,46.15,30,95.1,13.03,0.8800000000000001,2.3099999999999996,0.97,0.9,3.67,11.370000000000001,15.600000000000001,2.79,1.962,4.22,12.69,1.19,8.519976,6.0027490908,2.371488,40749,14.27,8.22,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.35684,97.56552,2.371757,13.49421,98.49468,2.343956,2.34,26.18,46.15,30,95.1,13.03,1.01,2.79,1,0.93,3.6500000000000004,11.290000000000001,15.600000000000001,2.79,1.961,4.2,12.68,1.19,8.529375,6.00937115625,2.36627,40750,14.24,8.79,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 13:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.36508,97.63485,2.375183,13.48432,98.45786,2.357246,2.387,26.21,46.14,29.99,95.26,13.04,0.6599999999999999,1.47,0.97,0.9,3.6500000000000004,11.31,15.5,2.78,1.958,4.18,12.68,1.19,8.516869,6.00056005395,2.380036,40751,14.29,9.2,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
BVR,50,2026-01-01 13:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.38381,97.79084,2.382439,13.48518,98.5103,2.374504,2.374,26.21,46.15,30,95.23,13.04,0.8300000000000001,2.12,1.0099999999999998,0.9400000000000001,3.66,11.33,15.66,2.78,1.959,4.19,12.7,1.18,8.520966,6.0034465953,2.400728,40752,14.27,9.31,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0
